Name,Flux,Error_flux
Hgamma,1.0352108960906476,5.2922404922005094e-14
Hbeta,2.6122143198958168,3.9234427348645804e-14
Halpha,11.911090442754396,1.0499115148059065e-13
[SII]6716,1.7300031694151976,9.370788070856677e-15
[SII]6731,1.3709506215789282,9.676444534698682e-15
HeII4687,0.004243571646573708,4.657432775714237e-15
HeI5876,0.34985844087955775,5.747146301217904e-15
[OIII]4959,0.6386470531614147,2.441550971697319e-14
[OIII]5007,1.9159411594842441,2.441550971697319e-14
[OI]6300,0.22814315391765683,5.114629020092708e-15
[OI]6364,0.07604771797255228,5.114629020092708e-15
[NII]6548,1.1571036850323395,3.283389077305256e-14
[NII]6583,3.4713110550970185,3.283389077305256e-14
