Name,Flux,Error_flux
Hgamma,3.424484386734119,0.23849967833268418
Hbeta,8.344270525828238,0.7959076341563466
Halpha,40.980253037244154,0.7062848504007236
[SII]6716,5.269017834677329,0.22046824779222032
[SII]6731,4.0786061288972135,0.13550522594959555
HeII4687,0.0850961445350181,0.018189184369022234
HeI5876,0.8693165333754115,0.07592421043956772
[OIII]4959,0.6755354727986448,0.18280368745129336
[OIII]5007,2.0266064183959345,0.18280368745129336
[OI]6300,0.27624757057636395,0.031126283662050083
[OI]6364,0.09208252352545465,0.031126283662050083
[NII]6548,3.973359163254414,0.39502156643935654
[NII]6583,11.92007748976324,0.39502156643935654
