Name,Flux,Error_flux
Hgamma,0.3179597133211246,0.03104827864853732
Hbeta,0.9203658855319847,0.10057222173454898
Halpha,3.6238979966522944,0.06682411041362299
[SII]6716,0.5576047729255603,0.024312612045527766
[SII]6731,0.41168642389224575,0.019566437010298053
HeII4687,0.006701201480606557,0.003551008101924637
HeI5876,0.093207029151782,0.009847071125561473
[OIII]4959,0.06490819240961486,0.023762874723599746
[OIII]5007,0.19472457722884456,0.023762874723599746
[OI]6300,0.06096587721359921,0.014494763502271114
[OI]6364,0.020321959071199738,0.014494763502271114
[NII]6548,0.3814895832586283,0.035125056229011326
[NII]6583,1.144468749775885,0.035125056229011326
