Name,Flux,Error_flux
Hgamma,0.2909301583205602,0.02827648624484025
Hbeta,0.7762872772707985,0.07739510843292911
Halpha,3.5149491384260965,0.06651681447804841
[SII]6716,0.5725690405248317,0.025176874873550966
[SII]6731,0.4588041246677582,0.022203839866164858
HeII4687,0.007712386145256213,0.0047508455889419595
HeI5876,0.10694925151190092,0.0046284735509936085
[OIII]4959,0.18376147103566337,0.0440794205733362
[OIII]5007,0.5512844131069901,0.0440794205733362
[OI]6300,0.12182886466990203,0.02917498460392086
[OI]6364,0.04060962155663401,0.02917498460392086
[NII]6548,0.3406151939274597,0.03003637294773356
[NII]6583,1.021845581782379,0.03003637294773356
