Name,Flux,Error_flux
Hgamma,0.4176363943819248,0.06841906054631132
Hbeta,1.65950691473662,0.19210731042896284
Halpha,10.800652142602518,0.20372363442988514
[SII]6716,1.7108654765893079,0.10928832872244393
[SII]6731,1.1317899581129027,0.07513067018119844
HeII4687,0.01013041935872658,0.005368427092119095
HeI5876,0.3063099264091028,0.03273614355348265
[OIII]4959,0.9493166670892293,0.25740055892958374
[OIII]5007,2.847950001267688,0.25740055892958374
[OI]6300,0.24699106804131626,0.0127176134056331
[OI]6364,0.08233035601377209,0.0127176134056331
[NII]6548,0.6858804985502212,0.15555850526749343
[NII]6583,2.0576414956506635,0.15555850526749343
