Name,Flux,Error_flux
Hgamma,0.08511695688485273,0.01682479162095969
Hbeta,0.33072041034399846,0.020571337118233307
Halpha,1.3677630006792145,0.02596032042673211
[SII]6716,0.2773039729559991,0.013270443751280772
[SII]6731,0.17040398012079577,0.01375634305153116
HeII4687,0.0,0.004410378314524596
HeI5876,0.037803232955579955,0.00853022545562427
[OIII]4959,0.07076238043746069,0.013125694281426877
[OIII]5007,0.21228714131238208,0.013125694281426877
[OI]6300,0.034451673015267345,0.005569491432223185
[OI]6364,0.011483891005089114,0.005569491432223185
[NII]6548,0.13290748200001393,0.014303250099055025
[NII]6583,0.3987224460000418,0.014303250099055025
