Name,Flux,Error_flux
Hgamma,0.6134762032119226,0.046398253710516944
Hbeta,1.8617597589618882,0.14826498346440475
Halpha,5.949523414767376,0.1340964216271678
[SII]6716,0.8694690359045336,0.0628755531943144
[SII]6731,0.6041094232000004,0.0473068839524481
HeII4687,0.010455985171961557,0.012481240287023167
HeI5876,0.21946980233838467,0.03264826814399196
[OIII]4959,0.645977260763279,0.13803646052225804
[OIII]5007,1.937931782289837,0.13803646052225804
[OI]6300,0.07892853980244509,0.013423702415161717
[OI]6364,0.026309513267481696,0.013423702415161717
[NII]6548,0.40453766340016706,0.0914442583354459
[NII]6583,1.213612990200501,0.0914442583354459
