Name,Flux,Error_flux
Hgamma,0.01825829767448121,0.010625689643273782
Hbeta,0.12164941739395875,0.010925647685269402
Halpha,0.6280037577047479,0.01318682440807964
[SII]6716,0.18467592482286507,0.009216064828535707
[SII]6731,0.10317407532730045,0.007851227172464784
HeII4687,0.0,0.007765693038241063
HeI5876,0.009131771138077302,0.005084484875596992
[OIII]4959,0.04540390047769592,0.011085940098290862
[OIII]5007,0.13621170143308775,0.011085940098290862
[OI]6300,0.017028049420824202,0.006914789057013515
[OI]6364,0.005676016473608068,0.006914789057013515
[NII]6548,0.04282908814718011,0.013116411608595257
[NII]6583,0.12848726444154032,0.013116411608595257
