Name,Flux,Error_flux
Hgamma,0.062488680868934596,0.01931385642182873
Hbeta,0.2445171722462891,0.014070087739711573
Halpha,1.201891179595424,0.016898888911631348
[SII]6716,0.37308584402256206,0.011430521302573356
[SII]6731,0.25976894222267266,0.007188673123832976
HeII4687,0.002158815034739925,0.006977261899503414
HeI5876,0.010541948991896902,0.00486336656410935
[OIII]4959,0.061901929470919194,0.01945223044438379
[OIII]5007,0.1857057884127576,0.01945223044438379
[OI]6300,0.04512668272320575,0.009043751104988746
[OI]6364,0.015042227574401917,0.009043751104988746
[NII]6548,0.09966106173737418,0.017128158891057874
[NII]6583,0.2989831852121225,0.017128158891057874
