Name,Flux,Error_flux
Hgamma,0.9295404814144854,0.06704181568720959
Hbeta,2.2582709032983366,0.1994575115699872
Halpha,8.49099420199029,0.18832265997811573
[SII]6716,1.947538044822822,0.07815215612943965
[SII]6731,1.3106895410985344,0.07100455694307044
HeII4687,0.005009326020711836,0.017753682478432297
HeI5876,0.13894217538083584,0.011490186238235228
[OIII]4959,0.26269201825129906,0.06720622512400638
[OIII]5007,0.7880760547538972,0.06720622512400638
[OI]6300,0.2588931950186851,0.016377054907731784
[OI]6364,0.08629773167289502,0.016377054907731784
[NII]6548,0.9646402941785137,0.10728612303228478
[NII]6583,2.893920882535541,0.10728612303228478
