Name,Flux,Error_flux
Hgamma,0.7943804899650316,0.08168578316150783
Hbeta,1.6908537191819966,0.11426928819912117
Halpha,7.509205227253008,0.12440774982651995
[SII]6716,1.687614369373433,0.057017472920490316
[SII]6731,1.26555627320731,0.02740754271128739
HeII4687,0.07529244991369106,0.010633835203883352
HeI5876,0.10242443547242953,0.035763532366570934
[OIII]4959,0.18466777699217787,0.04480121193111603
[OIII]5007,0.5540033309765336,0.04480121193111603
[OI]6300,0.21427719989396482,0.01913402869163867
[OI]6364,0.07142573329798828,0.01913402869163867
[NII]6548,0.8262218334001996,0.05994723179452562
[NII]6583,2.4786655002005986,0.05994723179452562
