Name,Flux,Error_flux
Hgamma,0.2457353133335893,0.031465099429096366
Hbeta,0.7672593935160034,0.060952312840385575
Halpha,2.3915775523060563,0.05678013231250176
[SII]6716,0.35128473072796373,0.00777409185615203
[SII]6731,0.30090326487882474,0.02506422291824761
HeII4687,0.031170323060892954,0.005901553492884104
HeI5876,0.07712926194418651,0.018150393754084816
[OIII]4959,0.049727899090793524,0.028366101260266105
[OIII]5007,0.14918369727238057,0.028366101260266105
[OI]6300,0.06058157088720502,0.007343468139502633
[OI]6364,0.020193856962401672,0.007343468139502633
[NII]6548,0.2936623728139028,0.025672680587622232
[NII]6583,0.8809871184417084,0.025672680587622232
