Name,Flux,Error_flux
Hgamma,0.07850935832320115,0.017721432805599967
Hbeta,0.18269208283206975,0.01694883453032621
Halpha,0.5970449746950892,0.023307204869561744
[SII]6716,0.0953539671499079,0.014258152655072003
[SII]6731,0.09951248462231918,0.01956191310051307
HeII4687,0.00759122103857511,0.01153952852687226
HeI5876,0.0,0.017779189206614192
[OIII]4959,0.022989862133007268,0.010597376183931645
[OIII]5007,0.0689695863990218,0.010597376183931645
[OI]6300,0.03306786658515117,0.009614025389493863
[OI]6364,0.01102262219505039,0.009614025389493863
[NII]6548,0.10191366597993479,0.027811336891585527
[NII]6583,0.30574099793980436,0.027811336891585527
