Name,Flux,Error_flux
Hgamma,2.5528227062066087,0.31994579637010334
Hbeta,6.396558204567703,0.49338161545946957
Halpha,23.938690284909917,0.4081185486074564
[SII]6716,2.6644335135490453,0.21128323496047338
[SII]6731,2.211029083699654,0.1398654422959535
HeII4687,0.019335501440698673,0.01961759695898297
HeI5876,0.9684833152658295,0.07387354760181392
[OIII]4959,2.675098312201058,0.49085598420509063
[OIII]5007,8.025294936603174,0.49085598420509063
[OI]6300,0.1991716739913365,0.027853028585425002
[OI]6364,0.06639055799711217,0.027853028585425002
[NII]6548,1.797622882445739,0.2325121054807102
[NII]6583,5.392868647337217,0.2325121054807102
