Name,Flux,Error_flux
Hgamma,0.6226620047044176,0.07374587130665096
Hbeta,1.4647800389696592,0.06282337891968454
Halpha,4.710808485761492,0.10137886772346412
[SII]6716,0.88396277034317,0.019153196703319664
[SII]6731,0.6573195928588967,0.023382043814478122
HeII4687,0.036007118899892505,0.009592852266052415
HeI5876,0.09808128326979332,0.02585998529077316
[OIII]4959,0.18838015633368285,0.03866169051446447
[OIII]5007,0.5651404690010485,0.03866169051446447
[OI]6300,0.19966531442991048,0.02664063040765901
[OI]6364,0.06655510480997016,0.02664063040765901
[NII]6548,0.5465905630117839,0.031733509628227165
[NII]6583,1.6397716890353515,0.031733509628227165
