Name,Flux,Error_flux
Hgamma,0.3527519688718885,0.04754129544265949
Hbeta,1.4301588372966763,0.07953800822935156
Halpha,13.237005539229125,0.13757558989116064
[SII]6716,2.433716656351555,0.04182986488428319
[SII]6731,1.7200700868174812,0.026252406228071703
HeII4687,0.0203348633627387,0.024979792667717403
HeI5876,0.306587832924505,0.015947724507023968
[OIII]4959,0.487263116727938,0.17203892322436004
[OIII]5007,1.461789350183814,0.17203892322436004
[OI]6300,0.300388783704978,0.035197510294206535
[OI]6364,0.100129594568326,0.035197510294206535
[NII]6548,1.0999124987904791,0.12072224959119061
[NII]6583,3.2997374963714377,0.12072224959119061
