Name,Flux,Error_flux
Hgamma,0.0,0.009712950444699985
Hbeta,0.03652026236208814,0.011659136581229634
Halpha,0.1889525466295244,0.014783530279079497
[SII]6716,0.08382087660824229,0.008956398088270423
[SII]6731,0.052919693156654665,0.011995190840210258
HeII4687,0.002081283797963085,0.0064484087293098045
HeI5876,0.02529706860226118,0.007568498168619669
[OIII]4959,0.014871216344854634,0.008338804563304568
[OIII]5007,0.0446136490345639,0.008338804563304568
[OI]6300,0.021111328309482882,0.008850753462503448
[OI]6364,0.007037109436494294,0.008850753462503448
[NII]6548,0.019775123564344233,0.0431394905539759
[NII]6583,0.0593253706930327,0.0431394905539759
