Name,Flux,Error_flux
Hgamma,0.5991816409101604,0.05066546290949174
Hbeta,1.4365536889082535,0.11023916030221606
Halpha,5.474755128538792,0.12276630625149663
[SII]6716,0.8529871681436745,0.06491515071816029
[SII]6731,0.6213548624300634,0.03430265429849222
HeII4687,0.10299902483629365,0.05471340701196212
HeI5876,0.23544193923925477,0.03576159447764185
[OIII]4959,0.5053336162177895,0.08537115716239667
[OIII]5007,1.5160008486533685,0.08537115716239667
[OI]6300,0.10751412148545408,0.011478890707731766
[OI]6364,0.03583804049515136,0.011478890707731766
[NII]6548,0.3634867459662894,0.06258556037681316
[NII]6583,1.0904602378988681,0.06258556037681316
