Name,Flux,Error_flux
Hgamma,0.13898740976508353,0.015466725757888985
Hbeta,0.4001329048907799,0.041942677030942115
Halpha,2.2313138981028655,0.027839797744394313
[SII]6716,0.4699455950108258,0.012450518544659056
[SII]6731,0.2894832406789484,0.013580620646886636
HeII4687,0.018435961033005877,0.003991461489114035
HeI5876,0.05342411130317617,0.007740052017702918
[OIII]4959,0.09555799829513272,0.018480353074435907
[OIII]5007,0.28667399488539813,0.018480353074435907
[OI]6300,0.046179605726712446,0.008252173556616246
[OI]6364,0.015393201908904149,0.008252173556616246
[NII]6548,0.20312091359384968,0.014002568930222623
[NII]6583,0.6093627407815491,0.014002568930222623
