Name,Flux,Error_flux
Hgamma,0.2114123602217467,0.021978943909450217
Hbeta,0.6104992832997063,0.03699199078330573
Halpha,4.209192839132641,0.0564847856458208
[SII]6716,1.0526849104149325,0.017013796114438002
[SII]6731,0.713706554771809,0.015728460267910197
HeII4687,0.057381531499494515,0.004332387943573142
HeI5876,0.06309398938931497,0.01531345966880632
[OIII]4959,0.12890749395056308,0.026269757343655845
[OIII]5007,0.3867224818516892,0.026269757343655845
[OI]6300,0.11803770595888047,0.00814749025951023
[OI]6364,0.03934590198629349,0.00814749025951023
[NII]6548,0.3839203150587972,0.020249338972764482
[NII]6583,1.1517609451763917,0.020249338972764482
