Name,Flux,Error_flux
Hgamma,0.7780211727931655,0.005480756045937733
Hbeta,2.1394016704737906,0.007909327072290029
Halpha,10.32130905137619,0.005568782701944166
[SII]6731_d1,0.6838597099326746,0.01208292725300953
[SII]6731_d2,1.801555502981649,0.01551742963666306
HeII4687,0.0,0.0008449301520959118
HeI5876,0.2749010986916784,0.0017138174773925225
[OIII]4959,0.4629240928326181,0.00713171918416527
[OIII]5007,1.3887722784978542,0.00713171918416527
[OI]6300,0.13243929245039238,0.0021876125883560334
[OI]6364,0.04414643081679746,0.0021876125883560334
[NII]6548,1.4688180635409342,0.005856138071739924
[NII]6583,4.406454190622803,0.005856138071739924
