Name,Flux,Error_flux
Hgamma,0.3581019138904269,0.02597499439249541
Hbeta,1.2361021892104125,0.051324849977442986
Halpha,6.9292923895284275,0.07985699873930494
[SII]6716,1.4273151249143716,0.042225056987442174
[SII]6731,1.0041434068199548,0.020114825921355613
HeII4687,0.02341998892691637,0.010622303444629104
HeI5876,0.16372129913111036,0.02787096512325972
[OIII]4959,0.21371462310290715,0.06076905008578156
[OIII]5007,0.6411438693087215,0.06076905008578156
[OI]6300,0.1256733964081661,0.01518538561555697
[OI]6364,0.041891132136055366,0.01518538561555697
[NII]6548,0.6204353668582799,0.043324883053844285
[NII]6583,1.86130610057484,0.043324883053844285
